python_ja	connection	core	UNK	create_aggregate	UNK=name UNK=num_params UNK=aggregate_class
python_ja	core	core	UNK	lock	void
python_ja	core	core	UNK	canonical	UNK=x
python_ja	message	core	UNK	getfirstmatchingheader	UNK=name
python_ja	posixfile	core	UNK	dup	void
python_ja	str	core	UNK	ljust	UNK=width
python_ja	parser	core	UNK	st2tuple	UNK=ast
python_ja	date	core	UNK	isocalendar	void
python_ja	cprofile	core	UNK	runctx	UNK=command UNK=globals UNK=locals
python_ja	aifc	core	UNK	setmark	UNK=id UNK=pos UNK=name
python_ja	codecs	core	UNK	getreader	UNK=encoding
python_ja	ctypes	core	UNK	getlasterror	void
python_ja	getopt	core	UNK	gnu_getopt	UNK=args UNK=options
python_ja	rawconfigparser	core	UNK	readfp	UNK=fp
python_ja	smtp	core	UNK	has_extn	UNK=name
python_ja	core	core	UNK	is_set	void
python_ja	core	core	UNK	divide	UNK=x UNK=y
python_ja	core	core	UNK	recv_bytes	void
python_ja	inspect	core	UNK	formatargspec	UNK=args
python_ja	core	core	UNK	data	UNK=data
python_ja	document	core	UNK	createattribute	UNK=name
python_ja	curses	core	UNK	tigetstr	UNK=capname
python_ja	array	core	UNK	fromfile	UNK=f UNK=n
python_ja	msvcrt	core	UNK	heapmin	void
python_ja	packer	core	UNK	reset	void
python_ja	oss_mixer_device	core	UNK	get	UNK=control
python_ja	core	core	UNK	tag_bind	UNK=tagname
python_ja	ast	core	UNK	dump	UNK=node
python_ja	core	core	UNK	acquire	void
python_ja	curses	core	UNK	napms	UNK=ms
python_ja	unicodedata	core	UNK	decomposition	UNK=unichr
python_ja	core	core	UNK	ready	void
python_ja	dis	core	UNK	findlabels	UNK=code
python_ja	audioop	core	UNK	bias	UNK=fragment UNK=width UNK=bias
python_ja	profile	core	UNK	runctx	UNK=cmd UNK=globals UNK=locals
python_ja	_winreg	core	UNK	queryreflectionkey	UNK=key
python_ja	handler	core	UNK	removefilter	UNK=filt
python_ja	future_builtins	core	UNK	zip	void
